Benchmark,latency-Q1,memory
1,926.9830508474577,328.70654042561847,118,0.19666667,38.0
2,954.3416666666667,378.7616221110026,238,0.19833334,37.36666666666667
3,954.0666666666667,378.94186846415204,358,0.19888888,38.0
4,927.5916666666667,379.04827880859375,478,0.19916667,37.377049180327866
5,945.0916666666667,379.22802035013837,598,0.19933334,37.377049180327866
6,928.5416666666666,379.6319637298584,718,0.19944444,37.377049180327866
7,937.3416666666667,379.77240626017254,838,0.1995238,37.377049180327866
8,936.9083333333333,379.8214289347331,958,0.19958334,37.377049180327866
9,936.8666666666667,380.0828774770101,1078,0.19962963,37.377049180327866
10,945.4166666666666,380.18018023173016,1198,0.19966666,37.377049180327866
Finale Results,944.8,380.0320281982422,1208,0.19966942,38.0

AVERAGES,939,374,,0.9983470999999999
