Benchmark,latency-Q1,memory
1,1012.8524590163935,192.04053551810128,122,0.1967742,38.0
2,946.7916666666666,210.45218976338705,242,0.19836065,37.36666666666667
3,919.45,210.53782399495444,362,0.1989011,37.36666666666667
4,937.075,210.7907371520996,482,0.19917355,37.377049180327866
5,928.8333333333334,210.9028034210205,602,0.19933775,37.38709677419355
6,954.15,211.0288461049398,722,0.19944751,37.377049180327866
7,929.0166666666667,211.37383906046549,842,0.19952607,37.36666666666667
8,928.75,211.4587605794271,962,0.19958507,38.0
9,928.8833333333333,211.70228004455566,1082,0.19963099,38.0
10,937.5333333333333,212.07888793945312,1202,0.19966777,38.0
Finale Results,928.5333333333333,211.82496897379556,1232,0.19967586,38.0

AVERAGES,941,209,,0.9983793
