Benchmark,latency-Q1,memory
1,1007.1065573770492,72.59025397667519,122,0.1967742,38.0
2,984.9,75.40535354614258,242,0.19836065,38.0
3,940.225,75.79952685038249,362,0.1989011,37.36666666666667
4,964.9666666666667,76.01936213175456,482,0.19917355,38.0
5,990.15,76.30379422505696,602,0.19933775,37.36666666666667
6,998.3416666666667,76.38934707641602,722,0.19944751,38.0
7,973.0333333333333,76.67800521850586,842,0.19952607,37.36666666666667
8,989.8166666666667,76.71873092651367,962,0.19958507,38.0
9,980.9583333333334,77.03598594665527,1082,0.19963099,37.36666666666667
10,1006.425,77.0752690633138,1202,0.19966777,38.0
Finale Results,974.32,77.17054138183593,1252,0.19968101,38.0

AVERAGES,982,76,,0.9984050499999999
