Benchmark,latency-Q1,memory
1,1001.188524590164,72.29043226975661,122,0.1967742,38.0
2,958.0166666666667,75.57458178202312,242,0.19836065,38.0
3,974.125,75.8410701751709,362,0.1989011,37.36666666666667
4,965.3333333333334,75.98494720458984,482,0.19917355,38.0
5,973.9166666666666,76.0881404876709,602,0.19933775,37.36666666666667
6,973.9083333333333,76.34143511454265,722,0.19944751,38.0
7,948.4166666666666,76.59083875020345,842,0.19952607,37.36666666666667
8,982.1416666666667,76.66045188903809,962,0.19958507,38.0
9,999.0333333333333,76.86263211568196,1082,0.19963099,37.36666666666667
10,1015.325,77.13214111328125,1202,0.19966777,38.0
Finale Results,974.76,77.20928039550782,1252,0.19968101,36.53846153846154

AVERAGES,978,76,,0.9984050499999999
