Benchmark,latency-Q1_30MB,memory
1,995.5593220338983,299.5207257952009,118,0.19666667,37.377049180327866
2,996.475,332.043301264445,238,0.19833334,37.377049180327866
3,1002.1083333333333,332.3097966512044,358,0.19888888,37.36666666666667
4,995.3166666666667,332.5805085500081,478,0.19916667,36.774193548387096
5,984.55,332.7172743479411,598,0.19933334,38.0
6,994.5,332.78160603841144,718,0.19944444,37.377049180327866
7,1002.425,333.1740080515544,838,0.1995238,37.377049180327866
8,1011.1166666666667,333.06186930338544,958,0.19958334,37.377049180327866
9,985.6416666666667,333.15556081136066,1078,0.19962963,37.377049180327866
10,1010.725,333.70729637145996,1198,0.19966666,38.0
Finale Results,1054.7,333.3028869628906,1208,0.19966942,38.0

AVERAGES,1003,329,,0.9983470999999999
