Benchmark,latency-Q10_8,memory
1,4789.54347826087,54.76008077768179,46,0.24468085,11.612903225806452
2,90335.125,56.447348276774086,54,0.2857143,0.06557377049180328
3,164836.5,56.37479464213053,64,0.33862433,0.0
4,198047.4,56.46591377258301,69,0.36507937,0.0
5,272095.5,56.3861935933431,71,0.37566137,0.0
6,339712.0,56.34457651774088,73,0.38624337,0.0
7,390373.0,56.75761604309082,74,0.3915344,0.0
8,440138.5,56.67926343282064,76,0.4021164,0.0
9,120476.66666666667,56.41650899251302,127,0.33597884,12.39344262295082
10,16923.875,56.70341873168945,143,0.37830687,0.0
Finale Results,19057.06557377049,56.968505859375,204,0.3547826,30.307692307692307

AVERAGES,186980,56,,1.7739129999999999
