Benchmark,latency-Q10,memory
1,974.4333333333333,72.15551170935997,120,0.9836066,8.0
2,982.4416666666667,75.43680318196614,240,0.9917355,7.868852459016393
3,966.1416666666667,75.40719985961914,360,0.9944751,8.0
4,944.0083333333333,75.71344057718913,480,0.9958506,7.866666666666666
5,961.3,75.51816368103027,600,0.99667776,7.866666666666666
6,939.8416666666667,75.63019625345866,720,0.99722993,8.0
7,963.975,75.70336977640788,840,0.9976247,7.868852459016393
8,989.0916666666667,75.6123472849528,960,0.997921,7.866666666666666
9,979.8333333333334,75.85314877827962,1080,0.9981516,8.0
10,965.0833333333334,76.02759106953938,1200,0.9983361,7.868852459016393
Finale Results,955.64,76.00268859863282,1250,0.99840254,8.0

AVERAGES,965,75,,4.992012699999999
