Benchmark,latency-Q1,memory
1,1085.3434343434344,1188.5655654907227,99,0.1960396,35.490566037735846
2,1100.84,1724.6683013916015,199,0.19800995,37.254901960784316
3,1097.84,1724.3697120666504,299,0.1986711,38.0
4,1087.22,1724.6999725341798,399,0.19900249,37.254901960784316
5,1089.43,1724.917357635498,499,0.1992016,38.0
6,1076.97,1724.8551979064941,599,0.19933444,38.0
7,1075.96,1725.2631896972657,699,0.1994294,37.24
8,1078.32,1725.2875648498534,799,0.19950062,38.0
9,1077.21,1725.4028259277343,899,0.19955605,37.254901960784316
10,1078.78,1725.493773651123,999,0.1996004,38.0
Finale Results,1062.28,1725.7168258666993,1049,0.19961941,36.592592592592595

AVERAGES,1082,1676,,0.9980970499999999
