Benchmark,latency-Q1,memory
1,993.7166666666667,103.33123309795673,120,0.19672132,38.0
2,965.075,109.11419614156087,240,0.1983471,38.0
3,976.6416666666667,109.5868288675944,360,0.19889502,37.377049180327866
4,951.2,109.53874588012695,480,0.19917013,38.0
5,925.6833333333333,109.78710873921712,600,0.19933555,37.36666666666667
6,976.25,109.93815612792969,720,0.19944598,38.0
7,967.9666666666667,110.43891270955403,840,0.19952494,37.36666666666667
8,950.95,110.44035975138347,960,0.1995842,38.0
9,975.925,110.50785891215007,1080,0.19963032,38.0
10,976.15,110.9497896830241,1200,0.19966722,37.36666666666667
Finale Results,978.04,110.8825927734375,1250,0.1996805,38.0

AVERAGES,967,109,,0.9984025
