Benchmark,latency-Q10_5,memory
1,905.1172638436482,53.98872551551232,307,0.98397434,19.80952380952381
2,814.5704697986578,55.62395922342936,605,0.9967051,19.533333333333335
3,868.972972972973,55.803887685139976,901,0.99558014,19.666666666666668
4,829.6677966101695,56.07126808166504,1196,0.9958368,19.60655737704918
5,799.8949152542373,56.1635856628418,1491,0.9966577,19.466666666666665
6,901.7416107382551,56.41010983784994,1789,0.99721295,19.540983606557376
7,701.2567567567568,56.58697954813639,2085,0.99760765,19.733333333333334
8,867.543918918919,56.70671780904134,2381,0.9979044,19.737704918032787
9,842.6454849498327,56.89724032084147,2680,0.99813783,19.6
10,905.2976588628762,57.06731669108073,2979,0.9983244,19.60655737704918
Finale Results,771.8760330578513,57.38090209960937,3100,0.9983897,19.36

AVERAGES,837,56,,4.9919485
